0 120041 272
1 120041 272
2 119045 271
3 120723 272
4 120641 272
5 118214 270
6 120115 272
7 120194 272
8 118943 271
9 119769 271
10 120463 272
11 120312 272
12 120593 272
13 120707 272
14 119145 271
15 120078 272
16 121193 273
17 119185 271
18 120476 272
19 118721 270
20 120311 272
21 120652 272
22 118727 270
23 121137 272
24 120169 271
25 120151 272
26 119709 272
27 120407 273
28 119927 272
29 119540 271
30 120811 273
31 118384 271
32 120109 272
33 120333 272
34 120034 272
35 119336 271
36 120391 272
37 119756 271
38 119607 271
39 120829 272
40 120115 273
41 120958 273
42 121572 274
43 119505 272
44 119106 271
45 119834 272
46 120202 272
47 119604 271
48 120407 272
49 119721 271
50 119368 272
51 120047 272
52 119242 271
53 119492 272
54 120306 272
55 120195 271
56 119463 271
57 120047 272
58 120720 272
59 120071 272
60 119787 271
61 120045 271
62 119893 271
63 119620 271
64 120164 271
65 120012 271
66 120179 271
67 120475 272
68 120035 271
69 120313 272
70 119319 271
71 119955 271
72 121156 272
73 123601 275
74 119449 271
75 119539 271
76 120914 272
77 120022 272
78 121615 273
79 120256 272
80 122190 273
81 119608 271
82 122288 274
83 120389 272
84 120588 272
85 120514 272
86 119109 271
87 120013 271
88 119565 271
89 120577 272
90 120842 272
91 119931 271
92 119558 271
93 121158 272
94 120131 272
95 119751 271
96 120278 272
97 122110 273
98 120645 272
99 119574 271
100 119765 271
101 119833 271
102 118756 270
103 117994 270
104 119914 271
105 120242 272
106 119022 271
107 119382 271
108 119010 271
109 117849 269
110 118591 270
111 119755 271
112 118901 270
113 117957 270
114 120262 272
115 118634 270
116 119209 271
117 119518 271
118 121342 273
119 119971 271
120 119291 271
121 122923 274
122 118781 270
123 120327 272
124 119931 271
125 120693 272
126 119388 271
127 118777 270
128 120237 272
129 120006 271
130 120912 272
131 120887 272
132 119372 271
133 120835 272
134 117060 269
135 119749 271
136 118782 270
137 120376 272
138 119540 271
139 119425 271
140 118904 270
141 118086 270
142 121937 273
143 119284 271
144 118627 270
145 119390 271
146 119696 271
147 122006 273
148 119409 271
149 118976 270
150 119877 271
151 118750 270
152 119399 271
153 119985 271
154 120825 272
155 119766 271
156 120821 272
157 117712 269
158 119868 271
159 120039 271
160 120526 272
161 120469 272
162 121124 272
163 118440 270
164 118512 270
165 119971 271
166 120688 272
167 119518 271
168 119298 271
169 117641 269
170 120006 271
171 119072 270
172 118564 270
173 121592 273
174 119654 271
175 119094 271
176 120390 272
177 119035 270
178 119391 271
179 119093 270
180 119783 271
181 119962 271
182 119298 271
183 120338 272
184 120709 272
185 120250 272
186 119791 271
187 120900 272
188 121067 272
189 120972 272
190 120137 271
191 119853 271
192 120308 272
193 120035 271
194 119997 271
195 119726 271
196 118769 270
197 119266 271
198 118936 270
199 117893 269
200 119503 271
201 121301 272
202 120305 272
203 119688 271
204 119098 270
205 119522 271
206 120002 271
207 119949 271
208 119084 270
209 119106 271
210 121207 272
211 120448 272
212 118614 270
213 118665 270
214 119221 271
215 119709 271
216 119976 271
217 119498 271
218 119477 271
219 118761 270
220 118740 270
221 120010 271
222 119967 271
223 120687 272
224 119177 271
225 120062 271
226 119938 271
227 119643 271
228 121419 273
229 120039 271
230 120115 271
231 119060 270
232 120298 272
