NUMBER FLUX_APER FLUXERR_APER
1216 6627 132
1217 6823 132
1218 6830 132
1219 6513 132
1220 6966 133
1221 6758 132
1222 6576 132
1223 6939 132
1224 7047 132
1225 6455 131
1226 6750 132
1227 6896 132
1228 6550 132
1229 6628 131
1230 6660 132
1231 6689 132
1232 6685 132
1233 6690 132
1234 6744 132
1235 6857 132
1236 6872 132
1237 6791 132
1238 6511 131
1239 6761 132
1240 6532 132
1241 6785 132
1242 6719 132
1243 6784 132
1244 6638 132
1245 6679 132
1246 6837 132
1247 6647 132
1248 6815 132
1249 6865 132
1250 6509 132
1251 6489 132
1252 6650 132
1253 6870 132
1254 6702 132
1255 6885 132
1256 6755 132
1257 6580 131
1258 6594 132
1259 6712 132
1260 6668 132
1261 6851 132
1262 6731 132
1263 6618 132
1264 6566 132
1265 6730 132
1266 6722 132
1267 6870 133
1268 6548 132
1269 6833 132
1270 6714 132
1271 6809 132
1272 6796 132
1273 6672 132
1274 6755 132
1275 6795 132
1276 6630 132
1277 6915 132
1278 6766 132
1279 6759 132
1280 6856 132
1281 6720 132
1282 6583 132
1283 7048 132
1284 6817 132
1285 6843 132
1286 6695 132
1287 6702 132
1288 6708 132
1289 6824 132
1290 6821 132
1291 6625 132
1292 6681 132
1293 6623 132
1294 6819 132
1295 6822 132
1296 6715 132
1297 6855 132
1298 6630 132
1299 6718 132
1300 6642 132
1301 6704 132
1302 6598 132
1303 6962 132
1304 6887 132
1305 6511 132
1306 6632 132
1307 6513 131
1308 6882 133
1309 6685 132
1310 6543 132
1311 6578 132
1312 6753 132
1313 6796 132
1314 6687 132
1315 6633 132
1316 6433 131
1317 6903 132
1318 6804 132
1319 6722 132
1320 6754 132
1321 6705 132
1322 6908 132
1323 6731 132
1324 6737 132
1325 6487 131
1326 6815 132
1327 6695 133
1328 6566 131
1329 6576 131
1330 6548 131
1331 6938 132
1332 6764 132
1333 6744 132
1334 6885 132
1335 7090 133
1336 6810 132
1337 6679 132
1338 6753 132
1339 6698 132
1340 6432 131
1341 6682 132
1342 6763 132
1343 6649 132
1344 6447 131
1345 6840 131
1346 6920 132
1347 6898 132
1348 6889 132
1349 6561 132
1350 6527 131
1351 6836 132
1352 6763 132
1353 6646 132
1354 6859 132
1355 6707 132
1356 6735 132
1357 6690 132
1358 6425 131
1359 6840 132
1360 6780 132
1361 6593 132
1362 6551 131
1363 6774 132
1364 6815 132
1365 6562 132
1366 6714 132
1367 6815 132
1368 6672 132
1369 6893 132
1370 6386 131
1371 6870 132
1372 6492 131
1373 6651 131
1374 6787 131
1375 6588 131
1376 6562 131
1377 6691 132
1378 6563 132
1379 6640 132
1380 6822 132
1381 6842 132
1382 6541 131
1383 6666 132
1384 6627 131
1385 6787 132
1386 6856 132
1387 6721 132
1388 6709 132
1389 6563 131
1390 6611 132
1391 6545 132
1392 6755 132
1393 6901 132
1394 6738 132
1395 6621 132
1396 6616 131
1397 7014 132
1398 6698 132
1399 6935 132
1400 6566 132
1401 6748 132
1402 6561 132
1403 6705 132
1404 6871 132
1405 6495 131
1406 6702 132
1407 6804 132
1408 6562 132
1409 6710 132
1410 6528 132
1411 5727 132
1412 6662 132
1413 6707 132
1414 6601 132
1415 6631 132
1416 6555 132
1417 6563 131
1418 6948 132
1419 6509 131
1420 6711 132
1421 6852 132
1422 6744 132
1423 6814 132
1424 6661 132
1425 6751 132
1426 6690 132
1427 6674 131
1428 7047 132
1429 6879 132
1430 7014 132
1431 6461 131
1432 6643 131
1433 6550 131
1434 6636 132
1435 6875 132
1436 6721 132
1437 6654 132
1438 6634 131
1439 6448 131
1440 6794 132
1441 6674 132
1442 6747 132
1443 7038 132
1444 6799 132
1445 6677 132
1446 6720 132
1447 6635 131
1448 7015 132
1449 6572 132
1450 6626 132
1451 6569 131
1452 6547 131
1453 6715 132
1454 6779 132
1455 6637 132
1456 6703 132
1457 6542 131
1458 6726 132
1459 6752 132
1460 6531 131
1461 6918 132
1462 6753 132
1463 6510 132
1464 6577 132
1465 6818 132
1466 6864 132
1467 6650 132
1468 6495 131
1469 6808 132
1470 6617 132
1471 6506 131
1472 6631 132
1473 6611 132
1474 6710 132
1475 6808 132
1476 6804 132
1477 6834 132
1478 6880 132
1479 6716 132
1480 6611 132
1481 6743 132
1482 6583 132
1483 6761 132
1484 6313 131
1485 6708 132
1486 6720 133
1487 6464 131
1488 6570 132
1489 6829 132
1490 6545 132
1491 6776 132
1492 6671 132
1493 6717 132
1494 6733 132
1495 6669 132
1496 6797 132
1497 6752 132
1498 6417 131
1499 6569 132
1500 6651 132
1501 6693 132
1502 6588 131
1503 6539 132
1504 6737 132
1505 6662 132
1506 6496 132
1507 6691 133
1508 6052 132
1509 6122 132
1510 5917 132
1511 6505 132
1512 6751 133
1513 4948 134
1514 3327 133
1515 4032 133
1516 6600 133
1517 6591 134
1518 9796 168
1521 4644 140
1522 1326 151
1526 1292 146
1527 5594 136
1528 2547 138
1530 1794 149
1629 2038 149
1630 6351 138
1631 6290 137
1632 5557 139
1633 1782 159
1634 1773 155
1635 4105 146
1636 3538 147
1640 565 158
1641 4027 145
1642 1655 146
1643 5643 139
1644 2345 151
1646 6301 136
1647 4513 135
1648 6244 135
1649 4477 136
1650 4312 134
1651 6038 135
1652 6403 134
1653 6506 135
1654 6272 134
1655 6176 134
1656 5764 134
1657 6477 135
1658 6556 135
1659 6564 135
1660 4384 136
1661 2748 138
1662 5816 136
1663 5980 136
1664 3708 140
1841 982 145
1842 663 145
1843 3599 137
1844 6080 137
1845 5815 137
1846 3535 144
1847 2056 144
1850 5769 140
1851 4546 142
1852 3670 140
1853 10877 171
1860 1020 152
1862 4861 138
1863 4004 141
1880 4281 141
1881 5633 136
1882 6104 135
1883 6446 135
1884 6541 135
1885 6297 134
1886 6135 134
1887 6545 135
1888 6236 134
1889 6521 135
1890 6256 134
1891 6442 134
1892 6440 134
1893 5829 134
1894 6553 134
1895 6654 134
1896 6398 134
1897 6384 134
1898 6492 134
1899 6497 133
1900 6706 134
1901 6604 134
1902 6741 134
1903 6391 134
1904 6306 133
1905 6815 134
1906 6519 133
1907 6298 133
1908 4968 135
1909 3119 143
1910 2781 139
1911 6320 134
1912 6333 133
1913 6577 134
1914 6502 133
1915 6580 133
1916 6438 133
1917 6374 133
1918 6100 133
1919 6428 133
1920 2973 133
1921 3019 132
1922 6232 133
1923 6488 133
1924 6342 133
1925 6206 132
1926 6428 133
1927 5080 132
1928 6366 133
1929 6429 133
1930 6285 133
1931 6540 133
1932 6401 133
1933 6568 133
1934 6319 133
1935 1698 135
1936 4448 133
1937 2473 134
1938 4973 134
1939 4856 134
1940 4429 134
1941 1989 137
1942 265 144
1943 3574 134
1944 6121 133
1945 5835 134
1946 1746 135
1947 3338 134
1948 6172 133
1949 6449 134
1950 6194 133
1951 5941 134
1952 4798 134
1953 4415 134
1954 1680 136
1955 5355 134
1956 4726 134
1960 389 149
1961 3053 134
1962 2853 135
1963 3564 135
1964 5698 136
1965 5062 134
1966 1063 142
1967 1126 141
1968 2199 144
1969 1674 139
1970 244 146
1971 1869 137
1972 744 145
1973 1599 140
1976 786 144
1977 3008 134
1978 5071 133
1979 6342 134
1980 6386 134
1981 6473 133
1982 6299 134
1983 6428 135
1985 1849 139
1987 785 144
1989 1110 151
1990 2257 141
1991 5648 135
1992 2478 137
1995 5002 139
1996 912 144
2006 5439 135
2007 5472 135
2008 5539 135
2009 3967 134
2010 1504 140
2011 6646 135
2012 6033 135
2013 5851 136
2014 6343 134
2015 6475 134
2016 6587 134
2017 6751 135
2018 6527 134
2019 6465 134
2020 5966 135
2021 6491 135
2022 4113 134
2023 6309 136
2024 966 148
2034 5453 140
2035 6213 137
2036 6362 136
2037 6425 136
2038 6629 136
2039 6363 136
2040 3544 140
2041 6420 135
2042 6418 135
2043 6474 135
2044 6443 134
2045 6502 134
2046 6522 134
2047 6185 134
2048 6574 134
2049 6320 133
2050 6351 134
2051 6340 134
2052 6694 134
2053 6468 134
2054 6397 134
2055 6484 134
2056 6126 133
2057 6306 133
2058 6525 134
2059 6612 135
2060 6325 134
2061 6294 134
2062 6371 136
2063 3163 140
2064 601 162
2075 2793 143
2076 3782 143
2083 1358 147
2088 330 152
2098 522 152
2099 3232 144
2157 1176 160
2158 3239 145
2159 1029 160
