NUMBER FLUX_APER FLUXERR_APER
1310 5013 129
1311 5260 129
1312 5182 129
1313 5092 129
1314 4915 128
1315 5255 129
1316 5171 129
1317 5101 129
1318 5027 129
1319 5247 129
1320 5264 129
1321 5234 129
1322 5292 129
1323 5117 129
1324 5162 129
1325 5050 129
1326 4851 128
1327 5149 130
1328 5066 129
1329 5074 128
1330 5014 129
1331 4990 128
1332 4859 128
1333 5162 129
1334 5184 129
1335 5182 129
1336 5189 129
1337 5172 129
1338 5070 129
1339 5226 129
1340 5155 129
1341 4916 129
1342 5116 129
1343 5010 129
1344 5050 128
1345 5139 128
1346 5082 129
1347 5172 129
1348 5152 129
1349 5385 129
1350 4914 128
1351 5011 129
1352 5033 129
1353 5295 129
1354 4972 129
1355 5135 129
1356 4995 128
1357 5017 129
1358 5120 129
1359 5152 129
1360 5084 129
1361 4973 129
1362 4870 128
1363 5181 129
1364 4988 128
1365 5262 129
1366 5059 129
1367 5104 129
1368 5064 129
1369 5207 129
1370 5236 129
1371 5310 129
1372 5228 129
1373 5325 129
1374 5252 129
1375 5081 128
1376 5147 129
1377 5048 129
1378 5236 129
1379 5225 129
1380 4966 128
1381 5205 129
1382 5220 129
1383 5162 129
1384 5088 129
1385 5125 129
1386 4862 128
1387 5015 129
1388 5166 129
1389 5299 129
1390 5174 129
1391 5327 129
1392 5237 129
1393 4970 129
1394 5145 129
1395 5063 129
1396 4830 128
1397 5089 129
1398 5248 129
1399 5093 129
1400 5242 129
1401 4952 128
1402 5223 129
1403 5035 129
1404 5127 129
1405 5190 129
1406 4942 129
1407 5126 129
1408 5315 129
1409 5157 129
1410 5045 129
1411 4669 130
1412 4799 129
1413 5162 129
1414 5145 129
1415 5168 129
1416 5046 129
1417 5493 129
1418 5131 129
1419 4973 129
1420 5361 129
1421 5158 129
1422 4935 128
1423 5177 129
1424 5191 129
1425 5134 129
1426 5325 129
1427 5166 129
1428 5233 129
1429 5332 129
1430 5095 129
1431 5171 129
1432 5259 129
1433 5093 129
1434 5167 129
1435 5045 129
1436 4960 128
1437 5051 129
1438 5138 128
1439 5087 129
1440 5126 129
1441 5049 128
1442 5048 129
1443 5077 129
1444 4956 128
1445 5088 129
1446 5136 129
1447 5188 129
1448 5159 129
1449 4947 129
1450 5395 129
1451 5150 129
1452 5145 129
1453 5412 129
1454 5156 129
1455 4925 128
1456 5468 129
1457 5232 129
1458 5371 130
1459 5311 129
1460 5143 129
1461 5057 129
1462 5164 129
1463 5030 129
1464 5355 129
1465 5058 129
1466 5129 129
1467 4981 129
1468 5143 129
1469 5208 129
1470 5191 129
1471 5085 129
1472 5124 129
1473 5255 129
1474 5125 129
1475 5077 129
1476 5051 129
1477 5087 128
1478 5368 129
1479 5304 129
1480 5173 129
1481 5259 129
1482 5413 130
1483 5163 129
1484 5243 129
1485 5268 129
1486 5189 130
1487 4948 129
1488 5169 129
1489 5041 129
1490 4927 129
1491 5095 129
1492 5057 129
1493 5253 129
1494 5229 129
1495 5252 129
1496 5140 129
1497 5343 129
1498 5272 129
1499 5188 129
1500 5229 129
1501 5108 129
1502 5423 129
1503 5184 129
1504 4925 129
1505 5080 129
1506 5170 129
1507 5046 130
1508 4306 129
1509 4856 130
1510 4738 130
1511 5162 130
1512 5114 129
1513 3532 131
1514 2723 132
1515 3868 133
1516 5145 130
1517 4962 131
1518 9796 168
1521 3276 138
1522 824 150
1526 1286 146
1527 4555 134
1528 2196 137
1530 1420 149
1629 1213 148
1630 5119 136
1631 4971 135
1632 4176 136
1633 1146 158
1634 1345 155
1635 3120 145
1636 2307 145
1640 611 158
1641 2686 142
1642 1741 146
1643 4215 136
1644 1526 150
1646 4745 133
1647 3504 133
1648 4633 132
1649 3299 134
1650 3393 132
1651 4603 132
1652 5068 132
1653 4760 132
1654 5286 133
1655 5100 132
1656 4225 132
1657 4981 132
1658 5186 132
1659 5053 132
1660 3519 134
1661 2236 137
1662 4478 133
1663 5041 134
1664 2655 139
1841 597 145
1842 687 145
1843 3250 136
1844 4786 134
1845 4676 135
1846 2618 143
1847 1549 143
1850 4451 137
1851 3404 140
1852 2925 139
1853 10877 171
1860 18539 178
1862 4106 136
1863 3309 139
1880 2888 138
1881 4209 134
1882 4477 133
1883 5057 133
1884 4844 132
1885 5168 132
1886 4916 132
1887 5043 132
1888 5049 132
1889 5052 132
1890 4872 131
1891 4932 132
1892 4843 131
1893 4666 132
1894 4890 131
1895 5015 131
1896 4875 131
1897 4941 131
1898 4938 131
1899 4893 130
1900 5019 131
1901 4958 131
1902 4930 131
1903 5064 131
1904 5084 131
1905 4791 130
1906 5007 130
1907 4972 131
1908 3975 134
1909 1889 141
1910 2391 138
1911 4922 131
1912 5029 131
1913 5077 131
1914 4889 130
1915 5177 131
1916 4892 131
1917 4798 130
1918 4928 131
1919 4815 130
1920 2425 132
1921 2327 131
1922 4750 130
1923 4878 130
1924 4929 130
1925 5078 130
1926 4761 130
1927 3903 130
1928 4941 130
1929 4959 131
1930 4645 130
1931 4743 129
1932 4861 130
1933 5077 131
1934 4711 130
1935 1144 134
1936 3164 130
1937 1887 133
1938 3762 131
1939 3450 132
1940 3392 132
1941 1731 136
1942 465 144
1943 2800 133
1944 4772 130
1945 4279 131
1946 1424 134
1947 2012 131
1948 5139 131
1949 6027 133
1950 4797 131
1951 4687 132
1952 3629 132
1953 3306 132
1954 1165 135
1955 4361 133
1956 3666 132
1960 263 149
1961 2586 134
1962 2143 134
1963 3041 134
1964 4325 133
1965 3711 131
1966 908 141
1967 1069 141
1968 1475 142
1969 1509 139
1970 557 147
1971 1501 136
1972 535 145
1973 1272 140
1976 717 144
1977 2245 133
1978 4158 132
1979 5012 132
1980 5336 132
1981 4882 131
1982 4975 131
1983 5019 132
1985 1497 139
1987 952 144
1989 667 150
1990 1761 141
1991 4473 133
1992 2289 137
1995 3648 137
1996 825 144
2006 3873 133
2007 4318 133
2008 4610 133
2009 3066 133
2010 1050 139
2011 5227 132
2012 4480 132
2013 4066 133
2014 4976 132
2015 5124 132
2016 5117 132
2017 5098 132
2018 5132 132
2019 4963 132
2020 4859 132
2021 4905 132
2022 3208 132
2023 5238 134
2024 15584 171
2034 4481 139
2035 5040 135
2036 4892 133
2037 4748 133
2038 4869 133
2039 5245 134
2040 2817 139
2041 5036 133
2042 5158 132
2043 4940 132
2044 5088 132
2045 5180 132
2046 5258 132
2047 4988 131
2048 4750 130
2049 5041 131
2050 4865 131
2051 4954 131
2052 5101 132
2053 4944 131
2054 5068 131
2055 4904 131
2056 4704 130
2057 5186 131
2058 5248 132
2059 4840 131
2060 5054 132
2061 4649 131
2062 4922 133
2063 2477 139
2064 17588 185
2075 2246 143
2076 2710 141
2083 1035 146
2088 9425 166
2098 451 152
2099 1869 142
2157 34160 204
2158 3540 146
2159 37214 208
