NUMBER FLUX_APER FLUXERR_APER
901 7690 133
902 7659 133
903 7517 133
904 7558 133
905 7569 133
906 7376 133
907 7375 133
908 7565 133
909 7480 133
910 7304 133
911 7572 133
912 7806 134
913 7440 133
914 7094 132
915 7550 133
916 7260 132
917 7558 133
918 7596 134
919 7432 133
920 7328 133
921 7342 133
922 7658 134
923 7438 133
924 7440 133
925 7546 133
926 7370 133
927 7432 133
928 7636 134
929 7533 133
930 7171 132
931 7560 133
932 7529 133
933 7504 133
934 7671 133
935 7397 133
936 7289 133
937 7702 134
938 7615 133
939 7603 133
940 7386 133
941 7597 133
942 7701 133
943 7472 133
944 7468 133
945 7460 133
946 7540 133
947 7780 134
948 7613 134
949 7388 133
950 7446 133
951 7452 133
952 7218 133
953 7215 133
954 7544 134
955 7222 133
956 7293 133
957 7744 134
958 7235 133
959 7516 133
960 7287 133
961 7391 133
962 7474 133
963 7587 134
964 7646 134
965 7465 133
966 7526 133
967 7441 133
968 7496 133
969 7461 133
970 7259 133
971 7514 133
972 7379 133
973 7373 133
974 7635 134
975 7537 133
976 7373 133
977 7546 133
978 7414 133
979 7488 133
980 7613 134
981 7558 134
982 7424 134
983 7556 134
984 7592 134
985 7528 134
986 7335 133
987 7321 133
988 7368 133
989 7597 134
990 7147 133
991 7547 134
992 7227 133
993 7353 133
994 7267 132
995 7566 133
996 7643 133
997 7267 133
998 7650 133
999 7489 133
1000 7424 133
1001 7371 133
1002 7640 133
1003 7276 133
1004 7442 133
1005 7394 133
1006 7662 133
1007 7483 133
1008 7411 132
1009 7631 134
1010 7433 133
1011 7673 134
1012 7585 133
1013 7439 133
1014 7661 134
1015 7258 133
1016 7446 133
1017 7526 133
1018 7503 133
1019 7571 133
1020 7303 133
1021 7561 133
1022 7443 133
1023 7460 133
1024 7350 133
1025 7406 133
1026 7551 133
1027 7461 133
1028 7565 134
1029 7382 133
1030 7403 133
1031 7564 133
1032 7296 132
1033 7555 133
1034 7529 133
1035 7278 133
1036 7604 133
1037 7558 133
1038 7590 133
1039 7474 133
1040 7493 133
1041 7681 133
1042 7514 133
1043 7386 133
1044 7482 133
1045 7428 133
1046 7432 133
1047 7433 133
1048 7475 133
1049 7476 133
1050 7637 133
1051 7464 133
1052 7574 133
1053 7550 133
1054 7332 133
1055 7544 133
1056 7596 133
1057 7619 133
1058 7424 133
1059 7654 133
1060 7404 133
1061 7360 133
1062 7438 133
1063 7461 133
1064 7273 133
1065 7503 133
1066 7300 133
1067 7403 133
1068 7571 133
1069 7414 133
1070 7101 132
1071 7290 133
1072 7443 133
1073 7393 132
1074 7264 132
1075 7648 133
1076 7593 133
1077 7461 133
1078 7146 132
1079 7399 132
1080 7340 132
1081 7406 133
1082 7492 133
1083 7179 132
1084 7574 133
1085 7369 133
1086 7451 133
1087 7462 133
1088 7382 133
1089 7153 132
1090 7239 133
1091 7499 133
1092 7498 133
1093 7274 133
1094 7359 133
1095 7192 133
1096 7263 133
1097 7132 133
1098 7381 134
1099 7431 134
1100 7148 133
1101 7120 133
1102 7470 133
1103 7487 133
1104 7424 133
1105 7379 133
1106 7285 133
1107 7396 133
1108 7408 133
1109 7298 133
1110 7492 134
1111 7349 133
1112 7626 134
1113 7214 133
1114 7242 133
1115 7262 133
1116 7256 133
1117 7256 133
1118 7646 133
1119 7120 132
1120 7338 133
1121 7781 134
1122 7435 133
1123 7490 133
1124 7098 132
1125 7373 133
1126 7276 133
1127 7532 133
1128 7230 133
1129 7181 133
1130 7327 133
1131 7233 133
1132 7277 133
1133 7396 133
1134 7317 133
1135 7431 133
1136 7268 133
1137 7270 133
1138 7130 133
1139 7606 134
1140 7281 133
1141 7297 133
