NUMBER FLUX_APER FLUXERR_APER
528 249009 369
529 247605 368
530 245694 367
531 247039 368
532 246978 368
533 248492 368
534 247506 368
535 246213 367
536 250293 370
537 245828 367
538 246610 367
539 244435 366
540 247693 368
541 246705 367
542 250015 370
543 246474 367
544 246200 367
545 247230 368
546 247687 368
547 246749 367
548 245894 367
549 246084 367
550 249250 369
551 244957 366
552 246455 367
553 247412 368
554 245651 367
555 247383 368
556 248117 368
557 247400 368
558 247047 368
559 247572 368
560 245921 367
561 247361 368
562 247842 368
563 248325 368
564 248642 369
565 244370 366
566 247123 368
567 245405 366
568 247991 368
569 247520 368
570 247255 368
571 243546 365
572 248859 369
573 246176 367
574 246717 367
575 248459 368
576 251035 370
577 246312 367
578 247122 368
579 245403 366
580 245820 367
581 247779 368
582 248500 368
583 249200 369
584 248166 368
585 246164 367
586 245244 366
587 245369 366
588 246309 367
589 245125 366
590 246294 367
591 245687 367
592 245446 367
593 247433 368
594 245105 366
595 244814 366
596 245302 366
597 248400 369
598 245290 367
599 244517 366
600 246293 367
601 247914 368
602 245716 367
603 244130 366
604 245636 367
605 246765 367
606 245966 367
607 242844 365
608 245217 366
609 244966 366
610 247495 368
611 240707 363
612 248251 368
613 243363 365
614 247302 368
615 246927 368
616 245714 367
617 244778 366
618 248628 369
619 246666 367
620 245849 367
621 245106 366
622 245787 367
623 247444 368
624 245052 366
625 245068 366
626 244994 366
627 240565 364
628 245404 367
629 245320 366
630 248949 369
631 245272 367
632 247407 368
633 245134 366
634 241693 364
635 248542 369
636 242718 365
637 248294 368
638 246252 367
639 249047 369
640 243991 365
641 248038 368
642 242049 364
643 245525 367
644 246910 368
645 245605 367
646 246513 367
647 242623 365
648 245408 366
649 244381 366
650 247465 368
651 249038 369
652 247031 368
653 243051 365
654 247993 368
655 242110 364
656 243346 365
657 246568 367
658 250050 369
659 243788 365
660 244516 366
661 244149 366
662 245131 366
663 245342 366
664 247994 368
665 247585 368
666 242452 364
667 247278 368
668 246684 367
669 246931 367
670 247005 367
671 245705 367
672 245331 366
673 245984 367
674 243206 365
675 244308 366
676 246824 367
677 243271 365
678 246342 367
679 245490 367
680 243581 365
681 245276 366
682 244752 366
683 249791 369
684 243193 365
685 247698 368
686 245852 367
687 246559 367
688 245329 366
689 251000 370
690 247059 368
691 241471 364
692 244591 366
693 244741 366
694 248657 369
695 250630 370
696 245035 366
697 247909 368
698 248102 368
699 246439 367
700 250928 370
701 245233 366
702 250425 370
703 242968 365
704 245190 366
705 244975 366
706 244776 366
707 245050 366
708 248154 368
709 245966 367
710 244812 366
711 244305 366
712 242835 365
713 246261 367
714 244440 366
715 247196 368
716 244747 366
717 244914 366
718 244542 366
719 243880 365
720 242325 364
721 244391 366
722 242696 365
723 242971 365
724 246190 367
725 245537 367
726 245279 366
727 241917 364
728 244143 366
729 242950 365
730 245844 367
731 245663 367
732 244579 366
733 244745 366
734 247308 368
735 241345 364
736 242948 365
737 245646 367
738 244029 366
739 243824 365
740 243578 365
741 247709 368
742 242801 365
743 245365 366
744 240156 363
745 248435 368
746 243311 365
747 246530 367
748 247700 368
749 243363 365
750 242065 364
751 243918 365
752 245557 366
753 244831 366
754 244930 366
755 242738 365
756 242622 365
757 243782 365
758 239579 363
759 243121 365
760 242374 364
761 241520 364
762 244798 366
763 243532 365
764 240765 363
765 244137 366
766 244318 366
767 242500 364
768 243460 365
769 245243 367
770 243546 365
771 243629 365
772 243452 365
773 240699 363
774 239720 363
775 245521 367
776 246222 367
777 243677 365
778 245008 366
779 244956 366
780 242010 364
781 240902 364
782 240729 363
783 243201 365
784 242848 365
785 242404 364
786 244942 366
787 246123 367
788 245131 366
789 242324 365
790 242661 365
791 244467 366
792 242078 364
793 243511 365
794 244698 366
795 244789 366
796 242127 364
797 244597 366
798 246293 367
799 242268 364
800 244625 366
801 241282 364
802 245995 367
803 240913 363
804 244198 366
805 246357 367
806 243881 365
807 242866 365
808 243823 365
809 245393 367
810 243208 365
811 242556 365
812 245022 366
813 244559 366
814 245123 366
815 245727 367
816 243750 365
817 245311 366
818 242237 364
819 243523 365
820 243588 365
821 242927 365
822 246292 367
823 244178 366
824 245624 367
825 240125 363
826 244930 366
827 246545 367
828 244260 366
829 243769 366
830 245520 367
831 244787 366
832 241066 364
833 244285 366
834 242149 364
835 243546 365
836 244550 366
837 243118 365
838 243326 365
839 243649 365
840 242020 364
841 246973 368
842 244839 366
843 246358 367
844 245659 367
845 242692 365
846 233359 359
847 244133 366
848 242309 364
849 241615 364
850 244907 366
851 243897 366
852 244507 366
853 241087 364
854 244710 366
855 243481 365
856 246514 367
857 243574 365
858 242903 365
859 244187 366
860 243974 366
861 244034 366
862 244584 366
863 243291 365
864 242886 365
865 245749 367
866 243574 365
867 241015 364
868 244174 366
869 244862 366
870 242035 364
871 244762 366
872 244567 366
873 241458 364
874 242627 365
875 242438 365
876 245295 366
877 246472 367
878 240757 364
879 242843 365
880 240526 363
881 244177 366
882 243590 365
883 245308 366
884 244979 366
885 243301 365
886 243314 365
887 242223 364
888 242787 365
889 243258 365
890 243533 365
891 243507 365
892 243862 366
893 242142 364
894 243826 366
895 243457 365
896 241796 364
897 244881 366
898 243707 365
899 242120 364
900 242991 365
