#NUMBER FLUX_APER FLUXERR_APER
703 29790 173
704 30074 173
705 29650 172
706 30007 173
707 29936 173
708 29764 173
709 29456 172
710 29585 173
711 29222 172
712 29925 173
713 29715 173
714 29798 173
715 29269 172
716 29552 172
717 29198 172
718 29053 172
719 29828 173
720 29269 172
721 29663 173
722 29408 172
723 29787 173
724 30150 173
725 29695 173
726 29507 172
727 29466 172
728 29921 173
729 29464 172
730 29660 172
731 29812 173
732 29919 173
733 29844 173
734 29761 173
735 29390 172
736 29476 172
737 29615 173
738 29606 172
739 29595 173
740 29418 172
741 30282 173
742 29966 173
743 29657 173
744 29728 173
745 29920 173
746 29630 173
747 28918 172
748 29513 172
749 30161 173
750 29561 173
751 29460 172
752 29444 172
753 29855 173
754 29096 172
755 29969 173
756 29501 172
757 29548 172
758 29920 173
759 29175 172
760 29651 173
761 29579 173
762 30030 173
763 29878 173
764 29458 172
765 30168 173
766 29422 172
767 29655 172
768 29523 172
769 29286 172
770 30021 173
771 29420 172
772 29588 173
773 29466 172
774 29594 173
775 29692 173
776 29799 173
777 29158 172
778 29518 172
779 30038 173
780 29678 173
781 29834 173
782 29378 172
783 29610 173
784 29974 173
785 29687 172
786 29923 173
787 29250 172
788 29653 173
789 29865 173
790 30490 174
791 29314 172
792 29935 173
793 29687 173
794 29410 172
795 29802 173
796 29609 173
797 29380 172
798 30071 173
799 29451 172
800 29244 172
801 29697 173
802 29313 172
803 29384 172
804 28977 172
805 29683 173
806 29797 173
807 29836 173
808 29496 172
809 29717 173
810 29860 173
811 29767 173
812 29826 173
813 30349 174
814 29600 172
815 29899 173
816 29207 172
817 29565 173
818 29865 173
819 29461 172
820 29939 173
821 29484 173
822 29556 172
823 29376 172
824 29206 172
825 29657 173
826 29748 173
827 29421 172
828 29475 172
829 29277 172
830 29474 172
831 30122 173
832 29839 173
833 30016 173
834 29319 172
835 29394 172
836 29509 173
837 29435 173
838 29786 173
839 29468 172
840 29767 173
841 29260 172
842 29350 172
843 29027 172
844 29512 173
845 29559 173
846 29685 173
847 29702 173
848 29596 172
849 29277 172
850 29448 173
851 29463 173
852 29435 173
853 29954 173
854 30076 173
855 29988 173
856 30253 173
857 29468 172
858 29650 173
859 30017 173
860 29325 172
861 29430 172
862 29325 172
863 29577 172
864 29488 172
865 29652 173
866 29745 173
867 29400 172
868 29523 172
869 29727 173
870 29882 173
871 29602 173
872 29434 173
873 29326 172
874 29992 173
875 29557 172
876 29536 172
877 29749 173
878 29513 173
879 29390 173
880 29358 172
881 29312 172
882 29290 172
883 29392 172
884 29211 172
885 29648 173
886 29303 172
887 29656 173
888 28754 171
889 29420 172
890 29146 172
891 29497 173
892 29449 172
893 29218 172
894 28938 172
895 29042 172
896 29156 172
897 29051 172
898 29636 172
899 28957 172
900 29183 172
