0 7690 133
1 7659 133
2 7517 133
3 7558 133
4 7569 133
5 7376 133
6 7375 133
7 7565 133
8 7480 133
9 7304 133
10 7572 133
11 7806 134
12 7440 133
13 7094 132
14 7550 133
15 7260 132
16 7558 133
17 7596 134
18 7432 133
19 7328 133
20 7342 133
21 7658 134
22 7438 133
23 7440 133
24 7546 133
25 7370 133
26 7432 133
27 7636 134
28 7533 133
29 7171 132
30 7560 133
31 7529 133
32 7504 133
33 7671 133
34 7397 133
35 7289 133
36 7702 134
37 7615 133
38 7603 133
39 7386 133
40 7597 133
41 7701 133
42 7472 133
43 7468 133
44 7460 133
45 7540 133
46 7780 134
47 7613 134
48 7388 133
49 7446 133
50 7452 133
51 7218 133
52 7215 133
53 7544 134
54 7222 133
55 7293 133
56 7744 134
57 7235 133
58 7516 133
59 7287 133
60 7391 133
61 7474 133
62 7587 134
63 7646 134
64 7465 133
65 7526 133
66 7441 133
67 7496 133
68 7461 133
69 7259 133
70 7514 133
71 7379 133
72 7373 133
73 7635 134
74 7537 133
75 7373 133
76 7546 133
77 7414 133
78 7488 133
79 7613 134
80 7558 134
81 7424 134
82 7556 134
83 7592 134
84 7528 134
85 7335 133
86 7321 133
87 7368 133
88 7597 134
89 7147 133
90 7547 134
91 7227 133
92 7353 133
93 7267 132
94 7566 133
95 7643 133
96 7267 133
97 7650 133
98 7489 133
99 7424 133
100 7371 133
101 7640 133
102 7276 133
103 7442 133
104 7394 133
105 7662 133
106 7483 133
107 7411 132
108 7631 134
109 7433 133
110 7673 134
111 7585 133
112 7439 133
113 7661 134
114 7258 133
115 7446 133
116 7526 133
117 7503 133
118 7571 133
119 7303 133
120 7561 133
121 7443 133
122 7460 133
123 7350 133
124 7406 133
125 7551 133
126 7461 133
127 7565 134
128 7382 133
129 7403 133
130 7564 133
131 7296 132
132 7555 133
133 7529 133
134 7278 133
135 7604 133
136 7558 133
137 7590 133
138 7474 133
139 7493 133
140 7681 133
141 7514 133
142 7386 133
143 7482 133
144 7428 133
145 7432 133
146 7433 133
147 7475 133
148 7476 133
149 7637 133
150 7464 133
151 7574 133
152 7550 133
153 7332 133
154 7544 133
155 7596 133
156 7619 133
157 7424 133
158 7654 133
159 7404 133
160 7360 133
161 7438 133
162 7461 133
163 7273 133
164 7503 133
165 7300 133
166 7403 133
167 7571 133
168 7414 133
169 7101 132
170 7290 133
171 7443 133
172 7393 132
173 7264 132
174 7648 133
175 7593 133
176 7461 133
177 7146 132
178 7399 132
179 7340 132
180 7406 133
181 7492 133
182 7179 132
183 7574 133
184 7369 133
185 7451 133
186 7462 133
187 7382 133
188 7153 132
189 7239 133
190 7499 133
191 7498 133
192 7274 133
193 7359 133
194 7192 133
195 7263 133
196 7132 133
197 7381 134
198 7431 134
199 7148 133
200 7120 133
201 7470 133
202 7487 133
203 7424 133
204 7379 133
205 7285 133
206 7396 133
207 7408 133
208 7298 133
209 7492 134
210 7349 133
211 7626 134
212 7214 133
213 7242 133
214 7262 133
215 7256 133
216 7256 133
217 7646 133
218 7120 132
219 7338 133
220 7781 134
221 7435 133
222 7490 133
223 7098 132
224 7373 133
225 7276 133
226 7532 133
227 7230 133
228 7181 133
229 7327 133
230 7233 133
231 7277 133
232 7396 133
233 7317 133
234 7431 133
235 7268 133
236 7270 133
237 7130 133
238 7606 134
239 7281 133
240 7297 133
241 7358 133
242 7253 132
243 7338 133
244 7256 133
245 7275 133
246 7368 133
247 7252 133
248 7541 133
249 7503 133
250 7263 132
251 7314 133
252 7323 133
253 7204 132
254 7607 133
255 7611 134
256 7339 133
257 7520 133
258 7301 133
259 7471 133
260 7239 133
261 7655 134
262 7459 133
263 7049 133
264 7372 133
265 7222 133
266 7359 133
267 7456 133
268 7434 134
269 7676 134
270 7269 133
271 7149 132
272 7413 133
273 7423 133
274 7695 134
275 7328 133
276 7499 133
277 7368 133
278 7373 133
279 7442 133
280 7161 133
281 7467 133
282 7387 133
283 7199 133
284 7278 133
285 7415 133
286 7306 133
287 7355 133
288 7361 133
289 7428 133
290 7538 133
291 7492 134
292 7460 133
293 7394 133
294 7365 133
295 7060 132
296 7493 134
297 7391 133
298 7343 133
299 7345 133
300 7339 133
301 7413 133
302 7443 133
303 7693 134
304 7467 133
305 7494 133
306 7344 133
307 7199 133
308 7279 133
309 7394 133
310 7484 133
311 7455 133
312 7286 132
313 7407 133
314 7462 133
315 7427 133
316 7309 133
317 7716 134
318 7531 133
319 7415 133
320 7031 133
321 7297 133
322 7542 133
323 7264 133
324 7323 133
325 7667 134
326 7554 133
327 7459 133
328 7466 133
329 7316 133
330 7588 133
331 7416 133
332 7414 133
333 7401 133
334 7378 133
335 7363 133
336 7341 133
337 7432 133
338 7318 133
339 7254 133
340 7338 133
341 7173 133
342 7466 133
343 7417 133
344 7422 133
345 7301 133
346 7432 133
347 7279 133
348 7384 133
349 7151 133
350 7307 133
351 7071 133
352 7589 133
353 7254 133
354 7225 133
355 7169 132
356 7438 133
357 7141 133
358 7191 133
359 7599 134
360 7407 133
361 7483 133
362 7426 133
363 7393 133
364 7401 133
365 7377 134
366 7437 134
367 7321 134
368 7297 133
369 7490 133
370 7373 133
371 7372 133
372 7317 133
373 7631 133
374 7511 134
375 7212 133
376 7172 133
377 7461 133
378 7494 134
379 7479 133
380 7304 133
381 7279 133
382 7510 133
383 7117 133
384 7214 133
385 7432 133
386 7188 133
387 7463 133
388 7227 133
389 7301 133
390 7215 133
391 7254 133
392 7397 133
393 7393 133
394 7250 133
395 7065 132
396 7408 133
397 7134 133
398 7190 132
399 7352 133
400 7242 133
401 7314 133
402 7308 133
403 7356 133
404 7325 133
405 7155 133
406 7456 133
407 7129 133
408 7299 133
409 7295 133
410 7435 133
411 7483 133
412 7355 133
413 7232 133
414 7280 133
415 7239 133
416 7535 133
417 7126 133
418 7055 133
419 7237 133
420 7467 133
421 7332 133
422 7372 133
423 7109 133
424 7364 133
425 7478 133
426 7113 133
427 7223 133
428 7319 133
429 7319 133
430 7134 133
431 7397 133
432 7417 133
433 7448 133
434 7345 133
435 7213 133
436 7264 133
437 7494 134
438 7314 133
439 7267 133
440 7378 133
441 7331 133
442 7092 132
443 7534 133
444 7491 132
445 7374 133
446 7474 133
447 7395 133
448 7081 133
449 7218 132
