NUMBER FLUX_APER FLUXERR_APER
461 10175 143
462 10175 143
463 10067 143
464 10268 143
465 10231 143
466 10448 143
467 10381 143
468 10340 143
469 10475 143
470 10034 142
471 10354 143
472 10143 142
473 10373 143
474 10636 144
475 10258 143
476 9916 142
477 10529 143
478 10415 143
479 10332 143
480 10288 143
481 10290 143
482 10386 143
483 10068 143
484 10232 143
485 10506 144
486 10409 143
487 10262 143
488 10151 143
489 10354 143
490 10280 143
491 10398 143
492 9931 142
493 10392 143
494 10073 143
495 10164 143
496 10062 143
497 10163 143
498 10516 143
499 10383 143
500 10393 143
501 10407 143
502 10229 143
503 10139 143
504 10115 143
505 9992 142
506 10354 143
507 10494 143
508 10301 143
509 10399 143
510 10279 143
511 10288 143
512 10273 143
513 10113 142
514 10456 143
515 10091 143
516 10263 143
517 10047 142
518 9883 142
519 10245 143
520 10137 142
521 10265 143
522 10307 143
523 10350 143
524 10163 142
525 9965 142
526 10155 142
527 10128 143
528 10200 142
529 10118 142
530 10466 143
531 10356 143
532 10306 143
533 10294 143
534 10205 143
535 10316 143
536 10330 143
537 10184 143
538 10036 143
539 10262 143
540 10162 143
541 10320 143
542 10315 143
543 9947 142
544 10212 142
545 10035 142
546 10032 142
547 10185 142
548 10218 142
549 10299 143
550 10356 143
551 10270 143
552 9903 142
553 10182 142
554 10138 143
555 10072 143
556 10264 143
557 10350 143
558 10064 142
559 10243 143
560 10042 142
561 10187 143
562 10408 143
563 10262 143
564 10373 143
565 10142 142
566 9830 142
567 10306 143
568 10263 143
569 9966 142
570 10335 143
571 9944 142
572 10016 142
573 10131 143
574 9939 142
575 10161 143
576 10127 143
577 10203 143
578 10244 143
579 10130 142
580 10043 142
581 10222 142
582 10223 142
583 10051 143
584 9894 142
585 10113 142
586 9949 142
587 10104 143
588 10229 143
589 10106 142
590 9871 142
591 10406 143
592 10282 143
593 10045 142
594 9942 142
595 9593 142
596 9992 142
597 10099 143
598 9940 143
599 10170 143
600 9930 142
601 10351 143
602 10137 143
603 10042 142
604 10080 142
605 9693 142
606 9815 142
607 9984 142
608 9952 142
609 9994 142
610 10131 143
611 10039 142
612 9783 142
613 9982 142
614 10120 143
615 9991 143
616 9749 142
617 10209 143
618 10002 142
619 9962 142
620 9775 142
621 10197 143
622 9899 142
623 10056 143
624 10065 142
625 10163 143
626 9780 142
627 9889 143
628 9895 142
629 10186 143
630 10309 143
631 10185 143
632 9774 142
633 10037 143
634 9999 143
635 10132 143
636 10194 143
637 10162 143
638 10256 143
639 10469 143
640 10136 143
641 9992 143
642 9949 142
643 10133 142
644 10121 143
645 10099 143
646 10121 142
647 9869 142
648 10318 143
649 10314 143
650 10292 143
651 9907 142
652 10126 143
653 10081 143
654 9742 142
655 10038 142
656 9979 142
657 9973 142
658 9921 142
659 9934 142
660 10184 143
661 10303 143
662 10207 143
663 10189 143
664 9968 142
665 10231 143
666 10049 142
667 10126 143
668 10198 143
669 10236 142
670 10309 143
671 10118 142
672 9806 142
673 10190 142
674 10292 143
675 9752 142
676 9971 142
677 10373 143
678 9933 142
679 10056 143
680 10055 142
681 9962 142
682 9704 142
683 10094 142
684 9780 142
685 10067 143
686 10109 143
687 10240 143
688 10119 143
689 10230 143
690 10124 142
691 9675 142
692 10075 142
693 10136 143
694 10178 143
695 10016 142
696 10216 142
697 9850 142
698 9963 142
699 10059 142
700 10132 142
701 10183 143
702 10444 143
703 9838 142
704 10101 142
705 10123 142
706 10144 143
707 10053 142
708 9982 142
709 9947 142
710 9925 142
711 9828 142
712 10145 143
713 10300 143
714 10353 143
715 10229 143
716 10394 143
717 10139 143
718 9843 142
719 10236 143
720 9755 142
721 10039 142
722 10190 143
723 10218 143
724 10324 143
725 10263 143
726 10373 143
727 10119 142
728 10294 143
729 10128 142
730 9870 142
731 10032 142
732 10139 143
733 10288 143
734 10028 142
735 10078 142
736 10125 142
737 10128 143
738 9916 142
739 9950 142
740 10174 143
741 10100 142
742 9932 142
743 9987 142
744 10068 142
745 10213 142
746 10583 143
747 10184 143
748 9930 142
749 10172 142
750 10192 143
751 10163 142
752 9889 142
753 9942 142
754 9892 142
755 10236 143
756 9970 142
757 9989 142
758 10205 143
759 10141 143
760 9986 142
761 9885 142
762 9870 142
763 10227 143
764 10230 143
765 10215 143
766 9897 142
767 9853 142
768 10029 142
769 10207 143
770 10053 143
771 9900 142
772 10351 143
773 9876 142
774 9846 142
775 9835 142
776 10245 143
777 9817 142
778 10337 143
779 10305 143
780 9958 142
781 9960 142
782 9996 142
783 10156 143
784 10027 143
785 10252 143
786 9943 142
787 9997 143
788 10477 143
789 9905 142
790 10010 142
791 10064 142
792 10072 142
793 9859 142
794 10058 142
795 10176 143
796 9872 142
797 9923 142
798 9981 142
799 9947 142
800 9838 143
801 9895 143
802 9994 142
803 10111 142
804 10007 143
805 10146 143
806 9784 142
807 9951 143
808 9938 142
809 10192 143
810 9893 142
811 9895 142
812 10123 142
813 9974 143
814 10184 143
815 10031 142
816 9816 142
817 10206 143
818 10133 143
819 10074 143
820 9982 142
821 10036 143
822 10247 143
823 10068 143
824 9836 142
825 10177 143
826 9913 142
827 10155 143
828 10195 143
829 9851 143
830 9949 142
831 10115 143
832 10017 143
833 10085 143
834 10074 143
835 10119 143
836 10027 143
837 10271 143
838 9908 143
839 9793 142
840 10212 143
841 9922 142
842 10007 142
843 9964 143
844 10023 143
845 10296 143
846 9926 142
847 10067 143
848 9999 142
849 9885 142
850 10193 143
851 10094 143
852 9982 143
853 9773 142
854 9788 142
855 10112 143
856 10287 143
857 10124 143
858 10055 143
859 9840 142
860 9959 142
861 10037 142
862 9974 143
863 9872 142
864 9858 142
865 9855 142
866 10287 143
867 9676 142
868 9964 142
869 9947 142
870 9967 143
871 9826 142
872 9908 143
873 10138 143
874 10066 142
875 9897 142
876 9936 142
877 9942 142
878 9755 142
879 9746 142
880 9832 142
881 10347 143
882 9723 142
883 10067 142
884 10264 143
885 9988 143
886 9985 143
887 10028 143
888 10044 142
889 9679 142
890 9971 143
891 10354 143
892 9945 143
893 9978 143
894 9892 142
895 9843 142
896 10077 142
897 10028 143
898 10007 142
899 10003 143
900 9991 142
