NUMBER FLUX_APER FLUXERR_APER
1286 9557 137
1287 9517 137
1288 9623 137
1289 9591 137
1290 9543 137
1291 9675 137
1292 9509 137
1293 9730 137
1294 9492 137
1295 9510 137
1296 9629 137
1297 9751 137
1298 9537 137
1299 9652 137
1300 9418 137
1301 9675 137
1302 9281 137
1303 9499 137
1304 9669 137
1305 9655 137
1306 9466 137
1307 9566 137
1308 9375 137
1309 9331 136
1310 9287 137
1311 9601 137
1312 9335 136
1313 9548 137
1314 9614 137
1315 9450 137
1316 9626 137
1317 9584 137
1318 9597 137
1319 9253 137
1320 9504 137
1321 9700 137
1322 9618 137
1323 9516 137
1324 9463 137
1325 9344 136
1326 9305 136
1327 9721 138
1328 9541 137
1329 9798 137
1330 9830 137
1331 9572 137
1332 9623 137
1333 9493 137
1334 9607 137
1335 9525 137
1336 9285 137
1337 9806 137
1338 9448 137
1339 9724 137
1340 9530 137
1341 9592 137
1342 9651 137
1343 9495 137
1344 9495 136
1345 9637 136
1346 9306 136
1347 9442 137
1348 9722 137
1349 9496 137
1350 9502 136
1351 9431 137
1352 9712 137
1353 9602 137
1354 9997 138
1355 9753 137
1356 9476 137
1357 9533 137
1358 9648 137
1359 9393 136
1360 9464 137
1361 9118 136
1362 9463 137
1363 9540 137
1364 9462 136
1365 9633 137
1366 9701 137
1367 9656 137
1368 9598 137
1369 9550 137
1370 9388 136
1371 9656 137
1372 9594 137
1373 9375 136
1374 9633 137
1375 9358 136
1376 9740 137
1377 9543 137
1378 9542 137
1379 9557 137
1380 9492 137
1381 9459 137
1382 9645 137
1383 9700 137
1384 9451 137
1385 9610 137
1386 9350 137
1387 9584 137
1388 9566 137
1389 9666 137
1390 9895 138
1391 9416 137
1392 9439 137
1393 9554 137
1394 9368 136
1395 9880 138
1396 9564 137
1397 9547 137
1398 9753 137
1399 9234 136
1400 9539 137
1401 9054 136
1402 9540 137
1403 9509 137
1404 9512 137
1405 9622 137
1406 9672 137
1407 9463 137
1408 9399 137
1409 9646 137
1410 9377 137
1411 8744 137
1412 8978 136
1413 9474 137
1414 9694 137
1415 9648 137
1416 9488 137
1417 9659 137
1418 9415 136
1419 9429 137
1420 9629 137
1421 9260 136
1422 9477 137
1423 9354 136
1424 9398 137
1425 9759 137
1426 9464 137
1427 9546 137
1428 9281 136
1429 9383 137
1430 9795 137
1431 9505 137
1432 9487 136
1433 9588 137
1434 9430 137
1435 9786 137
1436 9472 137
1437 9546 137
1438 9370 136
1439 9457 137
1440 9461 137
1441 9439 136
1442 9149 136
1443 9536 137
1444 9426 136
1445 9434 137
1446 9522 137
1447 9693 137
1448 9477 137
1449 9779 137
1450 9142 136
1451 9450 136
1452 9598 137
1453 9320 136
1454 9442 137
1455 9629 137
1456 9559 137
1457 9278 136
1458 9494 137
1459 9703 137
1460 9285 136
1461 9123 136
1462 9426 137
1463 9672 137
1464 9240 136
1465 9323 136
1466 9395 137
1467 9642 137
1468 9224 136
1469 9456 137
1470 9493 137
1471 9713 137
1472 9329 137
1473 9608 137
1474 9402 137
1475 9650 137
1476 9694 137
1477 9489 136
1478 9461 137
1479 9210 136
1480 9414 137
1481 9613 137
1482 9391 137
1483 9526 137
1484 9383 137
1485 9626 137
1486 9304 137
1487 9531 137
1488 9212 137
1489 9461 137
1490 9391 137
1491 9850 137
1492 9353 137
1493 9343 137
1494 9458 137
1495 9195 136
1496 9526 137
1497 9396 137
1498 9368 137
1499 9680 137
1500 9498 137
1501 9270 136
1502 9606 137
1503 9356 137
1504 9465 137
1505 9431 137
1506 9580 137
1507 9156 137
1508 8196 136
1509 8974 137
1510 9170 138
1511 9374 137
1512 9316 137
1513 6348 136
1514 5096 137
1515 6253 137
1516 9320 138
1517 9105 138
1518 704 154
1521 5576 142
1522 2675 153
1526 4234 151
1527 7871 140
1528 4844 142
1530 2533 151
1629 957 147
1630 9186 143
1631 9372 142
1632 8625 144
1633 1627 159
1634 2793 157
1635 3914 146
1636 2614 145
1640 1622 159
1641 5428 147
1642 2306 147
1643 7582 142
1644 2652 152
1646 8942 141
1647 5627 137
1648 8656 139
1649 6111 139
1650 7761 140
1651 8387 139
1652 9411 140
1653 8653 139
1654 9357 140
1655 9369 140
1656 8642 139
1657 9214 140
1658 9485 140
1659 9058 140
1660 6721 140
1661 4037 140
1662 8498 140
1663 9199 141
1664 4898 143
1841 1825 147
1842 1153 146
1843 7263 143
1844 8997 142
1845 8600 142
1846 6877 150
1847 3736 147
1850 7950 143
1851 5490 144
1852 6669 145
1853 6456 165
1860 732 152
1862 8474 144
1863 4219 141
1880 4583 141
1881 6331 138
1882 7570 138
1883 9256 140
1884 9266 140
1885 9443 139
1886 9304 140
1887 8976 139
1888 8705 139
1889 9563 140
1890 9080 139
1891 9098 139
1892 8991 139
1893 8780 139
1894 9349 139
1895 8932 138
1896 9289 139
1897 9405 139
1898 8999 138
1899 9148 138
1900 9302 138
1901 9376 139
1902 9216 138
1903 9151 138
1904 9432 139
1905 9287 138
1906 9293 138
1907 9195 138
1908 7204 139
1909 4238 145
1910 5219 143
1911 9058 139
1912 9039 138
1913 9102 138
1914 9119 138
1915 9421 138
1916 9232 138
1917 9204 138
1918 9271 139
1919 9467 139
1920 5843 138
1921 4053 134
1922 9406 139
1923 9323 138
1924 9665 139
1925 9437 138
1926 9289 138
1927 6668 135
1928 9152 138
1929 8707 137
1930 8689 138
1931 9021 137
1932 9186 138
1933 9135 138
1934 9184 138
1935 1922 136
1936 6488 136
1937 3300 136
1938 7770 139
1939 6041 136
1940 7043 139
1941 3717 140
1942 532 145
1943 4834 137
1944 8998 138
1945 8220 138
1946 3691 138
1947 3786 134
1948 8996 138
1949 9062 138
1950 9155 138
1951 8294 138
1952 7260 138
1953 6308 137
1954 2797 138
1955 8131 139
1956 6468 137
1960 618 149
1961 4978 138
1962 3330 136
1963 5210 138
1964 7634 139
1965 7165 138
1966 1406 142
1967 1721 142
1968 1169 142
1969 3984 143
1970 409 147
1971 3619 140
1972 806 145
1973 931 139
1976 782 144
1977 4263 136
1978 9021 140
1979 9092 139
1980 9421 139
1981 9253 138
1982 9178 139
1983 7000 136
1985 2696 141
1987 1289 145
1989 1015 151
1990 993 139
1991 8494 140
1992 3724 139
1995 4224 138
1996 1594 145
2006 6902 138
2007 8211 140
2008 7390 138
2009 4773 136
2010 1172 140
2011 9087 139
2012 8523 139
2013 5175 135
2014 9046 139
2015 9174 139
2016 9119 139
2017 9039 139
2018 9167 139
2019 9639 140
2020 8100 138
2021 9277 140
2022 4780 135
2023 8801 140
2024 2699 151
2034 6872 143
2035 8946 142
2036 9190 140
2037 8854 140
2038 8394 139
2039 9081 140
2040 2354 138
2041 9252 140
2042 9441 140
2043 9349 140
2044 8882 139
2045 9465 139
2046 9214 139
2047 9300 139
2048 9128 138
2049 9120 138
2050 9332 139
2051 9265 139
2052 9238 139
2053 9072 139
2054 9214 139
2055 9456 139
2056 8945 138
2057 9179 138
2058 9551 139
2059 9196 139
2060 9395 139
2061 9252 140
2062 8655 140
2063 4047 142
2064 959 162
2075 4571 146
2076 4588 145
2083 2767 149
2088 426 152
2098 1460 154
2099 3313 144
2157 2067 161
2158 7570 152
2159 2934 163
