NUMBER FLUX_APER FLUXERR_APER
1430 19749 154
1431 19251 153
1432 19355 153
1433 19435 153
1434 19724 154
1435 19553 153
1436 20015 154
1437 19136 153
1438 19546 153
1439 19716 154
1440 19825 154
1441 19272 153
1442 19234 153
1443 19564 153
1444 19565 153
1445 19602 154
1446 19373 154
1447 19610 154
1448 19191 153
1449 19706 154
1450 19494 153
1451 19578 153
1452 19262 153
1453 19339 153
1454 19092 153
1455 19457 153
1456 19890 154
1457 19251 153
1458 19416 154
1459 19749 154
1460 19313 153
1461 19249 153
1462 19706 154
1463 19209 153
1464 19388 153
1465 19550 153
1466 19562 154
1467 19337 153
1468 18990 153
1469 19779 154
1470 19420 153
1471 19378 153
1472 19496 154
1473 19002 153
1474 19050 153
1475 19428 153
1476 18771 153
1477 19377 153
1478 19046 153
1479 19679 154
1480 19601 154
1481 19158 153
1482 19623 154
1483 19522 154
1484 19652 154
1485 19764 154
1486 19040 153
1487 19243 153
1488 19382 154
1489 19192 153
1490 19246 153
1491 19303 153
1492 19364 153
1493 19589 154
1494 18913 153
1495 19323 153
1496 18817 152
1497 19348 153
1498 19136 153
1499 19403 153
1500 19054 153
1501 19360 153
1502 19233 153
1503 18841 153
1504 19196 153
1505 19545 154
1506 19656 154
1507 19416 154
1508 18513 153
1509 18699 154
1510 17348 152
1511 18466 153
1512 19281 154
1513 15492 151
1514 10164 145
1515 9896 144
1516 19193 154
1517 18855 154
1518 646 154
1521 14041 155
1522 4632 156
1526 4627 152
1527 14783 152
1528 8622 148
1530 4766 154
1629 5386 154
1630 18504 158
1631 19289 158
1632 15417 155
1633 2781 161
1634 4834 160
1635 12671 160
1636 9848 157
1640 2158 160
1641 10812 155
1642 5224 152
1643 16050 156
1644 3238 153
1646 16825 154
1647 17405 156
1648 18283 155
1649 11544 148
1650 12287 148
1651 18765 156
1652 18984 155
1653 18826 156
1654 18271 155
1655 18560 155
1656 16904 153
1657 18203 154
1658 18838 155
1659 19060 156
1660 12843 150
1661 7986 147
1662 15480 152
1663 16398 153
1664 9907 151
1841 2573 148
1842 3696 150
1843 14844 155
1844 18726 158
1845 17081 156
1846 11443 157
1847 5129 149
1850 16955 158
1851 12574 155
1852 9002 149
1853 1040 156
1860 3737 156
1862 11192 148
1863 12717 155
1880 13048 155
1881 17843 156
1882 18941 157
1883 18825 156
1884 18891 156
1885 18790 155
1886 18800 155
1887 18991 155
1888 18348 155
1889 19071 155
1890 18785 155
1891 19090 155
1892 18327 154
1893 17702 154
1894 18573 154
1895 19215 155
1896 18780 154
1897 18844 154
1898 18955 155
1899 19104 155
1900 19193 155
1901 19221 155
1902 19479 155
1903 19049 155
1904 18931 154
1905 19036 154
1906 19067 154
1907 19147 155
1908 15421 153
1909 7277 149
1910 9036 150
1911 18662 155
1912 19410 155
1913 19130 155
1914 19357 155
1915 19215 155
1916 19546 155
1917 18696 154
1918 18184 153
1919 18820 154
1920 6272 139
1921 9555 144
1922 19176 155
1923 19205 154
1924 19110 154
1925 19075 154
1926 19171 154
1927 16517 152
1928 18742 154
1929 18554 154
1930 18314 154
1931 18071 152
1932 18679 154
1933 19289 155
1934 17654 152
1935 4523 140
1936 13223 148
1937 5748 140
1938 13346 148
1939 14052 150
1940 11402 146
1941 6324 144
1942 1940 147
1943 12655 150
1944 18921 154
1945 15542 150
1946 4656 140
1947 12239 149
1948 18468 154
1949 18864 154
1950 18501 154
1951 16843 152
1952 14756 151
1953 11445 146
1954 6546 145
1955 14048 149
1956 15469 152
1960 1141 150
1961 7889 143
1962 8338 145
1963 11023 147
1964 17390 155
1965 15618 152
1966 3240 145
1967 4303 147
1968 5594 149
1969 2782 141
1970 1335 148
1971 4945 143
1972 2656 149
1973 4752 146
1976 4870 151
1977 9505 145
1978 14547 150
1979 18619 155
1980 18774 155
1981 19169 155
1982 19183 155
1983 19094 156
1985 9633 152
1987 685 144
1989 3426 155
1990 11544 156
1991 15067 151
1992 8768 148
1995 17046 159
1996 1783 145
2006 17668 156
2007 16964 154
2008 16534 153
2009 14193 152
2010 4098 145
2011 18459 155
2012 17266 154
2013 17776 156
2014 18862 155
2015 18746 155
2016 19029 155
2017 19026 155
2018 18613 154
2019 18632 155
2020 17987 155
2021 18445 155
2022 13130 149
2023 17556 155
2024 2927 152
2034 18705 162
2035 19337 158
2036 18938 156
2037 19279 157
2038 19094 157
2039 19053 157
2040 15308 159
2041 18746 156
2042 19004 156
2043 19231 156
2044 18946 155
2045 19662 156
2046 19062 155
2047 19046 155
2048 19144 155
2049 18890 154
2050 18958 155
2051 19115 155
2052 19081 155
2053 18781 154
2054 18573 154
2055 19226 155
2056 19062 155
2057 19332 155
2058 18609 154
2059 19000 155
2060 18857 155
2061 19180 156
2062 18537 156
2063 7976 148
2064 1788 163
2075 8475 153
2076 8971 152
2083 4084 151
2088 1084 153
2098 957 153
2099 9076 154
2157 3869 164
2158 8222 153
2159 706 160
